Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
67.29254,122.4833,170.9229593,55.5575564,,170,,,170-
66.67426,108.0738,169.3525289,49.02150938,,170,,,170-
67.18934,126.9589,170.6608314,57.58765683,,170,,,170-
68.86103,148.8058,174.9069218,67.49725576,,170,,,170-
65.91764,136.8749,167.4307152,62.08548412,,170,,,170-
67.48274,137.6678,171.406067,62.44513794,,170,,,170-
65.86101,123.4096,167.2868751,55.97771952,,170,,,170-
69.58332,131.3107,176.7415374,59.56160245,,180,,,180-
66.48236,121.0822,168.8651032,54.92202738,,170,,,170-
67.12587,130.7108,170.4996177,59.28949207,,170,,,170-
68.03928,118.5115,172.8196779,53.75597609,,170,,,170-
70.60422,133.7741,179.334622,60.67898323,,180,,,180-
67.35277,134.1125,171.0759434,60.83247907,,170,,,170-
64.96602,124.6932,165.0136017,56.55995137,,170,,,170-
69.73659,126.8534,177.1308429,57.53980278,,180,,,180-
67.85001,116.5084,172.3389323,52.84738413,,170,,,170-
67.11269,137.5854,170.4661405,62.40776188,,170,,,170-
68.91724,126.4464,175.0496951,57.35519046,,180,,,180-
66.10288,143.3539,167.9012245,65.02431258,,170,,,170-
66.92685,114.6862,169.9941072,52.02084713,,170,,,170-
67.62461,123.238,171.7664166,55.89988297,,170,,,170-
67.68375,146.636,171.9166322,66.51304987,,170,,,170-
69.69504,131.1339,177.025306,59.48140723,,180,,,180-
67.53015,109.7927,171.5264884,49.80119023,,170,,,170-
66.49217,112.7151,168.8900206,51.12677015,,170,,,170-
67.49556,115.8608,171.4386298,52.55363736,,170,,,170-
65.22979,118.5155,165.6835771,53.75779046,,170,,,170-
65.14555,109.0792,165.4696076,49.47755169,,170,,,170-
69.96429,118.1581,177.7092006,53.59567635,,180,,,180-
66.96921,119.725,170.1017015,54.30641108,,170,,,170-
72.68406,140.7454,184.6174127,63.84111548,,180,,,180-
70.62989,143.2336,179.3998237,64.96974535,,180,,,180-
66.28962,127.5244,168.3755439,57.84416362,,170,,,170-
66.87942,118.188,169.8736351,53.60923878,,170,,,170-
69.63736,138.7506,176.8787989,62.93628834,,180,,,180-
72.13221,133.896,183.2157145,60.7342762,,180,,,180-
67.64678,116.0453,171.8227284,52.63732525,,170,,,170-
66.29793,130.1744,168.3966513,59.04618483,,170,,,170-
66.24001,114.7215,168.2495345,52.03685896,,170,,,170-
69.04627,123.7546,175.3774311,56.13420907,,180,,,180-
68.95959,124.4974,175.157264,56.47113788,,180,,,180-
67.50624,145.7484,171.465757,66.1104408,,170,,,170-
67.53604,137.2567,171.541449,62.25866589,,170,,,170-
68.20346,121.3491,173.2366949,55.04309133,,170,,,170-
67.12901,119.374,170.5075933,54.14719997,,170,,,170-
67.57283,123.2969,171.6348955,55.9265996,,170,,,170-
66.67624,140.9397,169.3575581,63.92924858,,170,,,170-
65.26043,101.1571,165.7614027,45.8841433,,170,,,170-
69.96595,142.8463,177.713417,64.79406882,,180,,,180-
69.89433,130.4151,177.5315023,59.15536464,,180,,,180-
69.40222,126.5053,176.2815436,57.38190709,,180,,,180-
69.38557,139.4706,176.2392526,63.26287523,,180,,,180-
68.37978,126.2987,173.6845474,57.28819479,,170,,,170-
69.18198,139.8423,175.7221343,63.43147572,,180,,,180-
71.88614,134.319,182.590697,60.926146,,180,,,180-
69.07546,114.2239,175.4515737,51.81115113,,180,,,180-
66.55796,117.9522,169.0571271,53.50228157,,170,,,170-
65.84951,135.0075,167.2576651,61.23844472,,170,,,170-
69.30328,128.4679,176.0302361,58.27212853,,180,,,180-
70.56769,137.2495,179.2418358,62.25540002,,180,,,180-
65.70932,124.1531,166.9015827,56.31496584,,170,,,170-
68.28887,129.7135,173.4536361,58.83712386,,170,,,170-
68.64234,126.0445,174.3514495,57.17289147,,170,,,170-
66.48124,124.1437,168.8622584,56.31070207,,170,,,170-
66.33382,128.3406,168.4878118,58.21438615,,170,,,170-
67.14291,110.4774,170.5428993,50.11176529,,170,,,170-
68.01799,131.4676,172.7656013,59.63277118,,170,,,170-
67.99908,132.4317,172.7175699,60.0700801,,170,,,170-
66.54521,125.3635,169.0247421,56.8639947,,170,,,170-
66.48652,133.496,168.8756696,60.55283904,,170,,,170-
68.49951,106.7804,173.9886614,48.43483231,,170,,,170-
67.05746,140.4379,170.3258564,63.70163566,,170,,,170-
67.81343,122.49,172.2460192,55.56059548,,170,,,170-
70.76865,141.9201,179.7522739,64.37395107,,180,,,180-
67.35674,119.6444,171.0860272,54.26985149,,170,,,170-
66.58169,140.4575,169.1174013,63.71052608,,170,,,170-
68.81841,115.7801,174.798667,52.51703241,,170,,,170-
67.78353,138.1807,172.1700732,62.67778574,,170,,,170-
70.59967,133.0057,179.323065,60.33044243,,180,,,180-
66.17798,117.8164,168.0919784,53.44068366,,170,,,170-
64.52454,122.6902,163.8922431,55.65140478,,160,,,160-
69.19398,124.8873,175.7526143,56.64799376,,180,,,180-
72.00347,115.7439,182.888715,52.50061235,,180,,,180-
68.22649,135.6941,173.295191,61.54988161,,170,,,170-
64.9649,110.6567,165.0107569,50.1930945,,170,,,170-
68.72693,140.5141,174.5663079,63.73619944,,170,,,170-
65.62412,102.6406,166.6851748,46.55704838,,170,,,170-
67.93149,119.2796,172.5458914,54.1043808,,170,,,170-
68.15359,136.3666,173.1100251,61.85492284,,170,,,170-
67.10444,119.5672,170.4451856,54.23483412,,170,,,170-
66.78636,115.2495,169.6372628,52.27635602,,170,,,170-
67.47237,119.3153,171.3797273,54.12057407,,170,,,170-
69.15877,134.0016,175.6631809,60.78217561,,180,,,180-
66.94609,124.1271,170.0429768,56.30317243,,170,,,170-
64.64516,121.6082,164.1986177,55.16061725,,160,,,160-
68.23103,119.5605,173.3067226,54.23179505,,170,,,170-
74.59993,147.0372,189.4837199,66.69503134,,190,,,190-
69.17074,116.6371,175.6935847,52.90576154,,180,,,180-
64.4579,106.3788,163.7229776,48.25266939,,160,,,160-
67.89229,136.952,172.4463235,62.12045613,,170,,,170-
67.93228,139.162,172.547898,63.12289646,,170,,,170-
65.63166,124.0105,166.7043264,56.2502835,,170,,,170-
69.93332,151.8863,177.6305369,68.89454872,,180,,,180-
67.06235,119.6547,170.338277,54.2745235,,170,,,170-
68.72155,134.1575,174.5526427,60.85289075,,170,,,170-
67.99221,120.0651,172.7001201,54.46067803,,170,,,170-
69.48024,131.2464,176.4797143,59.53243643,,180,,,180-
69.63642,134.5954,176.8764113,61.05151908,,180,,,180-
68.6781,113.8461,174.4422798,51.63978373,,170,,,170-
68.93508,135.1919,175.0950086,61.32208725,,180,,,180-
65.25731,113.4053,165.7534779,51.43983997,,170,,,170-
69.55037,150.3096,176.6578444,68.17936878,,180,,,180-
64.50942,126.2417,163.8538383,57.26234,,160,,,160-
66.76791,105.8579,169.5903998,48.01639285,,170,,,170-
68.19097,119.0327,173.2049703,53.99238871,,170,,,170-
71.36573,149.988,181.2688563,68.0334933,,180,,,180-
71.51642,134.707,181.6516087,61.10214005,,180,,,180-
70.1695,143.5692,178.2304338,65.12197113,,180,,,180-
67.27132,113.8254,170.8690605,51.63039435,,170,,,170-
63.92789,122.9493,162.3767529,55.7689307,,160,,,160-
70.109,114.8256,178.0767638,52.08407798,,180,,,180-
70.32118,130.2398,178.6157007,59.07584981,,180,,,180-
68.62967,125.1725,174.3192677,56.77735846,,170,,,170-
64.68249,116.3063,164.2934359,52.755713,,160,,,160-
65.62406,127.038,166.6850224,57.62353603,,170,,,170-
68.33608,130.0088,173.5735495,58.97106984,,170,,,170-
68.15973,128.8837,173.1256207,58.46073246,,170,,,170-
66.39703,129.2909,168.6483651,58.64543549,,170,,,170-
68.7637,133.8946,174.6597037,60.73364117,,170,,,170-
62.73218,115.6746,159.3396512,52.46917836,,160,,,160-
67.25989,119.323,170.8400283,54.12406673,,170,,,170-
67.31674,127.174,170.9844273,57.68522466,,170,,,170-
70.01359,144.3033,177.8344226,65.45495369,,180,,,180-
66.29943,123.5503,168.4004613,56.04154004,,170,,,170-
69.3621,134.9359,176.1796389,61.20596747,,180,,,180-
67.36081,126.2309,171.096365,57.25744119,,170,,,170-
66.67762,117.7297,169.3610633,53.40135715,,170,,,170-
67.48578,118.3315,171.4137886,53.67432936,,170,,,170-
69.01325,126.9036,175.2935603,57.56257314,,180,,,180-
68.93436,113.2651,175.0931798,51.37624625,,180,,,180-
67.98407,142.2802,172.6794446,64.53728987,,170,,,170-
64.70492,113.5925,164.3504081,51.52475257,,160,,,160-
68.71176,142.4521,174.5277762,64.61526249,,170,,,170-
66.65959,121.0303,169.3152672,54.89848591,,170,,,170-
67.62403,118.5923,171.7649434,53.79262639,,170,,,170-
69.56171,137.7018,176.686648,62.4605601,,180,,,180-
66.20244,118.5927,168.1541068,53.79280783,,170,,,170-
69.69845,133.8294,177.0339674,60.70406691,,180,,,180-
64.18408,128.3516,163.0274752,58.21937567,,160,,,160-
67.04695,116.5957,170.299161,52.88698279,,170,,,170-
65.07655,112.7787,165.2943477,51.15561866,,170,,,170-
66.54927,119.9512,169.0350545,54.4090138,,170,,,170-
64.94199,118.4685,164.9525655,53.73647159,,160,,,160-
70.72113,138.7877,179.6315732,62.95311664,,180,,,180-
65.72731,105.9051,166.9472772,48.03780243,,170,,,170-
70.72856,132.1233,179.6504454,59.93019205,,180,,,180-
69.73747,142.4348,177.1330781,64.60741534,,180,,,180-
70.38866,118.807,178.7870999,53.89001279,,180,,,180-
66.2377,127.8696,168.2436671,58.00074389,,170,,,170-
69.15005,119.5495,175.6410322,54.22680553,,180,,,180-
71.55308,143.2831,181.7447251,64.9921982,,180,,,180-
67.3427,120.6477,171.0503656,54.72494126,,170,,,170-
70.81002,147.7208,179.8573537,67.00510746,,180,,,180-
68.94879,134.6874,175.129832,61.09324963,,180,,,180-
67.83322,107.5648,172.2962858,48.79063058,,170,,,170-
66.80215,115.2344,169.6773694,52.26950676,,170,,,170-
62.38539,105.2355,158.458805,47.73407662,,160,,,160-
70.19469,134.5963,178.2944163,61.05192732,,180,,,180-
68.78438,134.1788,174.7122309,60.86255228,,170,,,170-
69.24853,109.9131,175.8911712,49.85580281,,180,,,180-
70.30374,125.2977,178.5714032,56.83414829,,180,,,180-
70.82191,129.2991,179.8875543,58.64915496,,180,,,180-
71.00821,146.8951,180.360756,66.63057579,,180,,,180-
68.13521,130.0498,173.0633399,58.98966715,,170,,,170-
69.55141,125.0764,176.660486,56.73376818,,180,,,180-
66.80746,99.00428,169.6908568,44.90763941,,170,,,170-
64.38131,117.1049,163.5284391,53.1179523,,160,,,160-
68.01762,114.3042,172.7646615,51.84757464,,170,,,170-
69.57085,124.6849,176.7098636,56.55618655,,180,,,180-
67.64249,131.7347,171.8118318,59.75392585,,170,,,170-
67.09186,115.918,170.4132324,52.57958288,,170,,,170-
71.33608,136.9999,181.1935454,62.14218323,,180,,,180-
68.33188,134.8577,173.5628815,61.1704965,,170,,,170-
68.19698,141.5204,173.2202357,64.19264998,,170,,,170-
71.61186,138.5029,181.8940262,62.82393338,,180,,,180-
68.58219,125.3785,174.1986685,56.8707986,,170,,,170-
69.51224,127.0237,176.5609943,57.61704965,,180,,,180-
68.94224,121.7044,175.113195,55.20425289,,180,,,180-
67.56831,130.4685,171.6234147,59.1795865,,170,,,170-
62.70761,121.0772,159.2772434,54.91975941,,160,,,160-
69.65338,144.7186,176.9194897,65.64333082,,180,,,180-
69.17779,123.8314,175.7114917,56.16904501,,180,,,180-
69.1034,128.4483,175.5225412,58.26323811,,180,,,180-
66.22062,142.7467,168.200284,64.74889097,,170,,,170-
63.90675,120.7712,162.3230573,54.78095998,,160,,,160-
68.0134,142.6934,172.7539427,64.72471446,,170,,,170-
67.39766,124.2776,171.189964,56.37143816,,170,,,170-
67.86913,123.3232,172.3874971,55.93852909,,170,,,170-
68.93266,109.3652,175.0888619,49.60727926,,180,,,180-
64.65561,129.5612,164.2251607,58.76804166,,160,,,160-
67.64286,116.2336,171.8127716,52.7227368,,170,,,170-
68.5499,144.1276,174.116652,65.37525741,,170,,,170-
66.47408,122.8267,168.844072,55.71332021,,170,,,170-
65.95487,112.2416,167.5252793,50.9119939,,170,,,170-
66.32695,113.5088,168.470362,51.48678684,,170,,,170-
68.26741,123.2998,173.3991278,55.92791501,,170,,,170-
70.78463,134.7647,179.7928631,61.12831236,,180,,,180-
70.4697,139.8125,178.9929413,63.41795865,,180,,,180-
64.96269,122.9922,165.0051435,55.78838984,,170,,,170-
68.34706,130.6799,173.6014387,59.27547605,,170,,,170-
73.07882,147.7522,185.6201026,67.01935027,,190,,,190-
70.32529,134.3631,178.6261401,60.94614945,,180,,,180-
72.11328,143.5666,183.1676323,65.12079179,,180,,,180-
72.90519,139.1213,185.1790826,63.10443523,,190,,,190-
64.87304,118.9879,164.7774326,53.97206775,,160,,,160-
68.88989,123.4282,174.9802261,55.98615634,,170,,,170-
69.17388,122.9818,175.7015603,55.78367247,,180,,,180-
66.71493,123.5503,169.4558307,56.04154004,,170,,,170-
67.02678,140.1351,170.2479293,63.56428772,,170,,,170-
67.30884,118.4517,170.9643613,53.72885123,,170,,,170-
62.58703,102.193,158.9709704,46.35402019,,160,,,160-
68.64869,129.519,174.3675784,58.74890004,,170,,,170-
67.74901,120.7554,172.0823925,54.77379322,,170,,,170-
71.64536,122.4384,181.9791161,55.53719008,,180,,,180-
66.66707,121.7723,169.3342664,55.23505185,,170,,,170-
68.299,127.1307,173.4793663,57.66558409,,170,,,170-
67.18546,119.8945,170.6509762,54.38329508,,170,,,170-
67.60484,145.6195,171.7162009,66.05197268,,170,,,170-
67.42626,110.1731,171.2626079,49.97373697,,170,,,170-
66.47848,117.1419,168.855248,53.13473524,,170,,,170-
70.4336,135.951,178.9012474,61.66640963,,180,,,180-
66.14942,114.8362,168.0194361,52.08888607,,170,,,170-
65.24499,133.7044,165.7221851,60.6473678,,170,,,170-
68.29032,124.673,173.4573191,56.5507888,,170,,,170-
68.78918,132.8131,174.7244228,60.24308044,,170,,,170-
69.25119,130.8556,175.8979276,59.35517232,,180,,,180-
67.81337,131.5901,172.2458668,59.68833631,,170,,,170-
67.14685,129.0973,170.5529069,58.55761991,,170,,,170-
66.38206,119.9348,168.6103414,54.40157487,,170,,,170-
69.90033,135.8803,177.5467423,61.63434061,,180,,,180-
69.87924,147.5404,177.4931738,66.9232793,,180,,,180-
67.05535,123.0133,170.320497,55.79796065,,170,,,170-
69.92107,150.7238,177.5994219,68.36724696,,180,,,180-
66.75984,108.9817,169.569902,49.43332638,,170,,,170-
66.63653,106.6289,169.2566948,48.36611298,,170,,,170-
68.95163,126.1426,175.1370456,57.21738894,,180,,,180-
70.80464,141.4493,179.8436885,64.16039952,,180,,,180-
70.82565,142.3535,179.8970539,64.57053823,,180,,,180-
65.81239,142.3511,167.1633803,64.56944961,,170,,,170-
68.58827,121.4297,174.2141117,55.07965091,,170,,,170-
69.97348,121.2647,177.7325432,55.00480808,,180,,,180-
65.8631,120.7951,167.2921837,54.79180085,,170,,,170-
67.18395,137.6251,170.6471409,62.42576952,,170,,,170-
65.3295,112.2046,165.9368404,50.89521097,,170,,,170-
70.54919,143.444,179.1948458,65.0651813,,180,,,180-
64.27425,115.4872,163.2565068,52.38417505,,160,,,160-
70.23423,129.5721,178.3948479,58.77298582,,180,,,180-
68.52809,140.6879,174.0612546,63.81503388,,170,,,170-
66.50366,132.8973,168.9192052,60.28127296,,170,,,170-
66.6848,109.0765,169.3793005,49.47632699,,170,,,170-
68.96487,122.8685,175.1706752,55.73228039,,180,,,180-
65.95854,122.3757,167.5346011,55.50874981,,170,,,170-
71.1723,127.8293,180.7775444,57.9824641,,180,,,180-
70.53792,125.9055,179.1662201,57.10984206,,180,,,180-
68.59623,121.8365,174.2343301,55.26417251,,170,,,170-
63.09214,105.3814,160.2539491,47.80025583,,160,,,160-
70.15201,128.9654,178.1860092,58.497791,,180,,,180-
69.93896,135.1878,177.6448625,61.32022752,,180,,,180-
68.3899,150.545,173.7102522,68.28614455,,170,,,170-
66.77273,118.2023,169.6026426,53.61572516,,170,,,170-
68.0307,112.1099,172.7978847,50.85225572,,170,,,170-
68.32284,117.0799,173.5399199,53.10661248,,170,,,170-
68.70199,135.324,174.5029604,61.38200688,,170,,,170-
69.18134,134.7164,175.7205087,61.10640382,,180,,,180-
70.76125,131.4654,179.7334779,59.63177328,,180,,,180-
67.4487,138.5211,171.3196055,62.83218877,,170,,,170-
65.80367,112.9028,167.1412315,51.21190954,,170,,,170-
67.84868,135.7776,172.3355541,61.58775662,,170,,,170-
70.37215,117.2445,178.7451645,53.18127387,,180,,,180-
68.05707,115.4099,172.8648645,52.34911232,,170,,,170-
67.83306,122.5637,172.2958794,55.59402527,,170,,,170-
68.36174,128.5694,173.6387258,58.31816821,,170,,,170-
67.68101,117.5547,171.9096726,53.32197839,,170,,,170-
65.56852,116.2469,166.5439509,52.72876958,,170,,,170-
65.84858,118.0476,167.2553029,53.54555434,,170,,,170-
67.48284,113.4292,171.406321,51.45068084,,170,,,170-
68.15474,127.9674,173.1129461,58.04510528,,170,,,170-
67.60055,115.2546,171.7053043,52.27866934,,170,,,170-
66.3466,136.7939,168.520273,62.04874309,,170,,,170-
68.00428,141.7709,172.7307779,64.306275,,170,,,170-
65.89079,111.1971,167.3625162,50.43821611,,170,,,170-
69.71858,129.3685,177.0850976,58.6806343,,180,,,180-
66.92519,123.8781,169.9898908,56.19022779,,170,,,170-
67.86156,134.4959,172.3682693,61.00638659,,170,,,170-
72.30671,145.3807,183.6589442,65.94365469,,180,,,180-
69.04887,132.7148,175.3840351,60.19849226,,180,,,180-
68.37203,137.6722,173.6648624,62.44713375,,170,,,170-
69.46166,129.7161,176.4325211,58.8383032,,180,,,180-
64.55413,109.6147,163.9674017,49.72045069,,160,,,160-
62.91846,111.747,159.8128021,50.68764685,,160,,,160-
69.66751,114.9432,176.9553798,52.13742051,,180,,,180-
68.7226,114.1321,174.5553097,51.7695113,,170,,,170-
66.99763,119.7136,170.1738883,54.30124012,,170,,,170-
67.96265,129.548,172.6250378,58.76205423,,170,,,170-
62.54756,102.5937,158.8707166,46.53577487,,160,,,160-
67.69388,115.6799,171.9423624,52.4715824,,170,,,170-
68.17765,125.0763,173.1711375,56.73372282,,170,,,170-
66.84001,140.2859,169.7735337,63.63268953,,170,,,170-
70.49117,127.9204,179.0474751,58.02378641,,180,,,180-
64.38355,115.77,163.5341287,52.51245113,,160,,,160-
67.4107,115.8599,171.2230855,52.55322913,,170,,,170-
68.71162,136.6454,174.5274206,61.98138455,,170,,,170-
69.38429,112.8169,176.2360014,51.1729459,,180,,,180-
68.19334,121.7475,173.2109901,55.22380274,,170,,,170-
67.66466,120.6145,171.8681436,54.70988198,,170,,,170-
68.85946,136.1552,174.902934,61.7590333,,170,,,170-
70.88504,132.1232,180.0479044,59.93014669,,180,,,180-
68.90069,128.3104,175.0076581,58.20068765,,180,,,180-
69.74202,148.7868,177.1446351,67.4886375,,180,,,180-
65.32131,122.75,165.9160378,55.67852963,,170,,,170-
66.05517,105.019,167.7800412,47.63587376,,170,,,170-
67.46121,124.1873,171.3513809,56.33047872,,170,,,170-
66.97366,119.5436,170.1130045,54.22412933,,170,,,170-
71.24954,125.3502,180.9737339,56.85796192,,180,,,180-
66.25833,105.2265,168.2960673,47.72999428,,170,,,170-
65.33602,127.9746,165.9534012,58.04837115,,170,,,170-
67.81863,124.7162,172.2592272,56.57038401,,170,,,170-
68.88544,123.1058,174.9689231,55.83991799,,170,,,170-
68.50931,123.0264,174.0135534,55.80390271,,170,,,170-
68.59759,132.1907,174.2377845,59.96076421,,170,,,170-
69.57731,143.1516,176.726272,64.93255073,,180,,,180-
69.94225,131.2863,177.6532191,59.55053479,,180,,,180-
68.32527,127.9279,173.5460921,58.02718836,,170,,,170-
67.709,137.9562,171.9807671,62.57595413,,170,,,170-
68.14718,142.613,173.0937437,64.68824559,,170,,,170-
69.38748,135.7762,176.244104,61.58712159,,180,,,180-
67.74435,131.3401,172.0705561,59.57493808,,170,,,170-
70.22145,133.1431,178.3623867,60.3927661,,180,,,180-
67.57101,127.27,171.6302727,57.72876958,,170,,,170-
67.8206,125.5015,172.264231,56.92659052,,170,,,170-
66.2936,114.019,168.3856531,51.71820994,,170,,,170-
68.27218,119.0224,173.4112436,53.9877167,,170,,,170-
67.90289,140.4732,172.4732475,63.71764749,,170,,,170-
71.51032,134.635,181.6361147,61.06948136,,180,,,180-
69.78562,135.451,177.2553791,61.43961318,,180,,,180-
67.5308,123.7992,171.5281394,56.15443931,,170,,,170-
68.60276,140.7911,174.2509163,63.86184467,,170,,,170-
72.9157,137.3991,185.205778,62.32325752,,190,,,190-
68.39973,114.1057,173.7352204,51.75753645,,170,,,170-
68.743,134.3778,174.6071257,60.95281727,,170,,,170-
67.07172,126.1538,170.3620768,57.22246918,,170,,,170-
66.5829,115.1352,169.1204747,52.22451035,,170,,,170-
68.20199,110.4711,173.2329611,50.10890766,,170,,,170-
68.5013,136.1652,173.993208,61.76356923,,170,,,170-
67.65171,137.7229,171.8352506,62.47013091,,170,,,170-
69.73023,128.6487,177.1146886,58.35413813,,180,,,180-
65.67533,95.8643,166.8152481,43.48336675,,170,,,170-
